,Unnamed: 0,id,host_id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
4594,4594,994546339590987082,67133362,2016-04-14,within a day,100%,33%,f,1,t,BYRON SHIRE COUNCIL,,-28.53819454839539,153.54977406931152,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,$469.00,2,30,2,4,30,30,2.1,30.0,t,8,28,52,132,1,1,0,2024-10-12,2024-10-12,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.46
4597,4597,995218278565717763,187404780,2018-05-02,within a day,79%,96%,f,58,t,BYRON SHIRE COUNCIL,,-28.64218271737833,153.6155536560763,Entire rental unit,Entire home/apt,5,2 baths,2.0,4.0,$360.00,3,1125,3,7,3,1125,3.5,38.8,t,1,17,47,312,0,0,0,,,,,,,,,,58,58,0,0,
4598,4598,995229869244275349,187404780,2018-05-02,within a day,79%,96%,f,58,t,BYRON SHIRE COUNCIL,,-28.64298,153.61498,Entire rental unit,Entire home/apt,5,2 baths,2.0,4.0,$360.00,3,1125,3,7,3,1125,3.4,38.8,t,9,24,51,314,13,9,0,2023-10-22,2024-04-28,4.69,4.77,4.62,4.77,4.69,4.92,4.62,58,58,0,0,0.93
4599,4599,995232932765205199,187404780,2018-05-02,within a day,79%,96%,f,58,t,BYRON SHIRE COUNCIL,,-28.64184,153.61498,Entire rental unit,Entire home/apt,5,1.5 baths,2.0,4.0,$360.00,3,1125,3,7,3,1125,3.5,38.8,t,11,38,68,336,8,8,0,2024-02-19,2024-11-04,4.63,4.63,4.75,4.88,4.63,5.0,4.63,58,58,0,0,0.8
4600,4600,995236904476651181,187404780,2018-05-02,within a day,79%,96%,f,58,t,BYRON SHIRE COUNCIL,,-28.64392,153.6155,Entire rental unit,Entire home/apt,5,1 bath,2.0,4.0,$372.00,3,1125,3,7,3,1125,3.5,38.8,t,19,37,67,332,7,6,0,2023-10-28,2024-05-13,4.29,4.43,4.57,4.29,4.71,4.86,4.14,58,58,0,0,0.51
4601,4601,995240928096287131,187404780,2018-05-02,within a day,79%,96%,f,58,t,BYRON SHIRE COUNCIL,,-28.64179,153.61661,Entire rental unit,Entire home/apt,6,1 bath,3.0,5.0,$459.00,3,1125,3,7,3,1125,3.5,38.8,t,7,37,67,335,6,6,1,2024-01-27,2024-12-08,4.67,5.0,4.83,4.33,4.33,5.0,4.5,58,58,0,0,0.56
4602,4602,995247472301589060,187404780,2018-05-02,within a day,79%,96%,f,58,t,BYRON SHIRE COUNCIL,,-28.64338,153.61571,Entire rental unit,Entire home/apt,6,1 bath,3.0,5.0,$450.00,3,1125,3,7,3,1125,3.5,38.8,t,11,41,68,338,6,3,0,2023-11-12,2024-05-06,5.0,4.67,5.0,4.67,5.0,5.0,4.5,58,58,0,0,0.45
4603,4603,995251998964342290,187404780,2018-05-02,within a day,79%,96%,f,58,t,BYRON SHIRE COUNCIL,,-28.64331,153.61642,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,$360.00,3,1125,3,7,3,1125,3.5,38.8,t,16,43,68,319,4,1,0,2023-10-29,2024-10-12,4.5,4.5,4.5,5.0,5.0,5.0,4.25,58,58,0,0,0.29
4604,4604,995254522399794192,187404780,2018-05-02,within a day,79%,96%,f,58,t,BYRON SHIRE COUNCIL,,-28.64218,153.61566,Entire rental unit,Entire home/apt,5,2 baths,2.0,4.0,$360.00,3,1125,3,7,3,1125,3.5,38.8,t,4,19,40,307,18,17,0,2023-11-13,2024-11-14,4.89,5.0,4.94,4.61,4.72,4.94,4.67,58,58,0,0,1.35
4605,4605,995258540001981560,187404780,2018-05-02,within a day,79%,96%,f,58,t,BYRON SHIRE COUNCIL,,-28.64248,153.61499,Entire rental unit,Entire home/apt,7,2 baths,3.0,6.0,$539.00,3,1125,3,7,3,1125,3.5,38.8,t,5,20,38,294,11,9,0,2023-10-22,2024-05-12,4.64,4.45,4.45,4.45,4.73,5.0,4.27,58,58,0,0,0.78
4606,4606,995259046333972686,187404780,2018-05-02,within a day,79%,96%,f,58,t,BYRON SHIRE COUNCIL,,-28.6437,153.61642,Entire rental unit,Entire home/apt,7,2 baths,3.0,6.0,$539.00,3,1125,3,7,3,1125,3.5,38.8,t,6,23,37,293,7,7,0,2024-02-10,2024-10-20,4.71,4.71,4.86,4.86,4.43,5.0,4.29,58,58,0,0,0.68
4619,4619,998719857008529902,187404780,2018-05-02,within a day,79%,96%,f,58,t,BYRON SHIRE COUNCIL,,-28.62974,153.59543,Treehouse,Entire home/apt,12,4 baths,6.0,8.0,"$3,099.00",90,1125,90,90,3,1125,90.0,38.8,t,7,28,58,309,1,1,0,2024-03-25,2024-03-25,5.0,5.0,5.0,5.0,5.0,5.0,5.0,58,58,0,0,0.11
4623,4623,998928607712269414,18223702,2016-03-08,within a day,100%,61%,f,3,t,BYRON SHIRE COUNCIL,,-28.68673,153.61413,Entire home,Entire home/apt,6,2.5 baths,4.0,4.0,"$2,100.00",2,50,1,6,50,50,3.0,50.0,t,11,28,58,146,5,5,1,2023-12-31,2024-12-12,5.0,5.0,5.0,5.0,5.0,5.0,4.8,3,3,0,0,0.43
4646,4646,1004752010102324921,11454573,2014-01-19,within a day,100%,0%,f,1,t,TWEED SHIRE COUNCIL,,-28.33435,153.56914,Entire home,Entire home/apt,9,2 baths,5.0,5.0,$900.00,90,365,90,90,365,365,90.0,365.0,t,14,44,74,254,2,2,0,2023-12-29,2024-01-04,5.0,5.0,4.5,5.0,5.0,5.0,5.0,1,1,0,0,0.17
4657,4657,1006580383454703692,45197524,2015-09-27,within a day,100%,20%,f,3,t,BALLINA SHIRE COUNCIL,,-28.8329892,153.5978325,Entire home,Entire home/apt,10,3.5 baths,5.0,5.0,$665.00,7,1125,7,7,1125,1125,7.0,1125.0,t,9,9,9,233,0,0,0,,,,,,,,,,1,1,0,0,
4658,4658,1006787159712261150,10710406,2013-12-19,within a day,100%,98%,f,8,t,BYRON SHIRE COUNCIL,,-28.6409731,153.606778,Room in hotel,Private room,2,1 private bath,1.0,1.0,$395.00,1,365,1,7,99,99,1.3,99.0,t,9,32,51,303,3,3,0,2024-02-25,2024-10-28,4.67,5.0,5.0,5.0,5.0,5.0,4.33,8,4,4,0,0.31
4659,4659,1006818897011102928,10710406,2013-12-19,within a day,100%,98%,f,8,t,BYRON SHIRE COUNCIL,,-28.6409731,153.606778,Room in hotel,Private room,2,1 private bath,1.0,1.0,$407.00,1,365,1,7,99,99,1.3,99.0,t,4,27,46,308,1,1,0,2024-01-17,2024-01-17,2.0,2.0,4.0,2.0,4.0,1.0,2.0,8,4,4,0,0.09
4660,4660,1006831364688794836,10710406,2013-12-19,within a day,100%,98%,f,8,t,BYRON SHIRE COUNCIL,,-28.6409731,153.606778,Room in hotel,Private room,2,1 private bath,1.0,1.0,$394.00,1,365,1,7,99,99,1.3,99.0,t,6,31,54,315,0,0,0,,,,,,,,,,8,4,4,0,
4661,4661,1006839081005377930,10710406,2013-12-19,within a day,100%,98%,f,8,t,BYRON SHIRE COUNCIL,,-28.6409731,153.606778,Room in hotel,Private room,2,1 private bath,1.0,1.0,$379.00,1,365,1,7,99,99,1.3,99.0,t,6,27,50,319,1,0,0,2023-12-12,2023-12-12,3.0,2.0,4.0,4.0,4.0,4.0,3.0,8,4,4,0,0.08
4666,4666,1008724532040178244,118903473,2017-03-02,within a day,86%,89%,f,4,t,BYRON SHIRE COUNCIL,,-28.521138228486763,153.53121276944876,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,$301.00,2,365,2,2,365,365,2.0,365.0,t,0,0,14,100,2,2,0,2024-01-02,2024-03-31,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4,4,0,0,0.17
4668,4668,1009068567032507698,106329043,2016-12-05,within a day,68%,66%,f,40,t,BYRON SHIRE COUNCIL,,-28.539018,153.556282,Entire home,Entire home/apt,6,2 baths,3.0,4.0,"$7,310.00",90,90,90,90,90,90,90.0,90.0,t,0,0,0,123,1,1,0,2024-05-19,2024-05-19,5.0,5.0,5.0,5.0,5.0,5.0,4.0,40,40,0,0,0.14
4679,4679,1011029350315138381,47804701,2015-10-30,within a day,100%,87%,f,50,t,BALLINA SHIRE COUNCIL,,-28.7966287,153.5885645,Entire home,Entire home/apt,6,1 bath,3.0,3.0,$332.00,3,365,3,7,365,365,3.4,365.0,t,0,23,53,130,3,3,0,2024-05-03,2024-09-04,4.67,4.33,4.33,4.67,4.33,5.0,3.67,50,50,0,0,0.4
4692,4692,1014999276682308269,544365253,2023-11-01,within a day,100%,86%,f,1,t,BYRON SHIRE COUNCIL,,-28.54089,153.55385,Entire home,Entire home/apt,8,2.5 baths,4.0,6.0,"$1,257.00",3,30,3,3,30,30,3.0,30.0,t,2,28,58,327,4,4,0,2024-01-05,2024-07-11,5.0,5.0,5.0,5.0,5.0,5.0,4.75,1,1,0,0,0.35
4704,4704,1018289682342458147,451031971,2022-03-24,within a day,83%,83%,f,1,t,BALLINA SHIRE COUNCIL,,-28.8679398,153.5686466,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,$229.00,1,365,1,1,365,365,1.0,365.0,t,0,14,14,84,11,11,0,2023-12-25,2024-06-23,4.73,5.0,4.91,4.91,4.91,4.91,4.64,1,1,0,0,0.92
4709,4709,1019186294554060288,47804701,2015-10-30,within a day,100%,87%,f,50,t,BALLINA SHIRE COUNCIL,,-28.7951653,153.5942557,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,$322.00,1,365,1,7,365,365,2.4,365.0,t,5,31,61,132,1,1,0,2024-01-05,2024-01-05,4.0,5.0,5.0,5.0,5.0,4.0,3.0,50,50,0,0,0.09
4710,4710,1019766215673670073,545147385,2023-11-06,within a day,100%,87%,t,1,t,BALLINA SHIRE COUNCIL,,-28.8544378,153.5962186,Private room in bed and breakfast,Private room,2,1 private bath,1.0,1.0,$177.00,1,7,1,1,7,7,1.0,7.0,t,15,15,15,15,10,10,0,2023-12-27,2024-04-02,5.0,5.0,5.0,5.0,5.0,5.0,4.9,1,0,1,0,0.85
4736,4736,1023629316891118834,2987512,2012-07-19,within a day,100%,94%,t,1,t,BYRON SHIRE COUNCIL,,-28.61161,153.40256,Entire guesthouse,Entire home/apt,2,1 bath,0.0,1.0,$200.00,5,14,5,5,14,14,5.0,14.0,t,18,48,76,166,14,12,0,2023-11-18,2024-09-15,4.93,5.0,4.86,5.0,5.0,5.0,4.86,1,1,0,0,1.07
4745,4745,1024262591278066477,106329043,2016-12-05,within a day,68%,66%,f,40,t,BYRON SHIRE COUNCIL,,-28.53944,153.550914,Entire home,Entire home/apt,4,2 baths,2.0,2.0,$292.00,1,90,1,7,90,90,4.1,90.0,t,3,12,37,274,5,5,0,2024-01-05,2024-05-31,5.0,5.0,4.8,5.0,5.0,5.0,4.8,40,40,0,0,0.43
4754,4754,1026453496163249578,546885353,2023-11-17,within a day,100%,50%,f,1,t,BYRON SHIRE COUNCIL,,-28.6609296,153.6161638,Entire home,Entire home/apt,6,2.5 baths,4.0,4.0,$871.00,7,365,2,22,365,365,7.3,365.0,t,5,21,21,81,1,1,0,2024-01-03,2024-01-03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.09
4763,4763,1028507601270373140,9497568,2013-10-18,within a day,50%,0%,f,1,t,TWEED SHIRE COUNCIL,,-28.192796592628344,153.50279725832544,Entire home,Entire home/apt,2,1 bath,1.0,1.0,$160.00,2,365,2,15,365,365,3.0,365.0,t,10,28,42,124,0,0,0,,,,,,,,,,1,1,0,0,
4764,4764,1028522902462471394,21064447,2014-09-07,within a day,50%,,f,1,t,TWEED SHIRE COUNCIL,,-28.30724,153.57158,Entire home,Entire home/apt,6,2 baths,4.0,3.0,$478.00,8,365,8,8,365,365,8.0,365.0,t,27,57,87,362,0,0,0,,,,,,,,,,1,1,0,0,
4817,4817,1038875443604608818,39466577,2015-07-24,within a day,67%,0%,f,1,t,BYRON SHIRE COUNCIL,,-28.487509937078023,153.54163423825784,Entire home,Entire home/apt,8,2 baths,4.0,5.0,$800.00,7,21,7,7,21,21,7.0,21.0,t,0,25,55,228,0,0,0,,,,,,,,,,1,1,0,0,
4842,4842,1041619353057826483,20133698,2014-08-16,within a day,50%,69%,f,8,t,BYRON SHIRE COUNCIL,,-28.5095,153.5515,Entire home,Entire home/apt,8,2 baths,4.0,5.0,$514.00,1,90,1,21,90,90,11.6,90.0,t,0,8,22,264,1,1,1,2024-11-27,2024-11-27,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8,8,0,0,1.0
4870,4870,1047484186972713104,84436774,2016-07-18,within a day,100%,75%,f,2,t,BYRON SHIRE COUNCIL,,-28.64976,153.45608,Private room in home,Private room,2,1 private bath,1.0,,,2,20,2,2,20,20,2.0,20.0,t,0,0,0,0,3,3,0,2024-05-11,2024-05-23,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,1,1,0,0.41
4902,4902,1059082018830094865,87434875,2016-08-02,within a day,88%,67%,f,1,t,TWEED SHIRE COUNCIL,,-28.25268581872639,153.57123769819736,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,$199.00,3,20,3,3,20,20,3.0,20.0,t,19,49,79,259,0,0,0,,,,,,,,,,1,1,0,0,
4918,4918,1063990886312976633,155133620,2017-10-18,within a day,67%,67%,f,1,t,BALLINA SHIRE COUNCIL,,-28.78979,153.59164,Entire vacation home,Entire home/apt,4,2 baths,2.0,4.0,$300.00,1,365,2,2,365,365,2.0,365.0,t,4,28,58,137,5,5,1,2024-03-09,2024-11-30,5.0,4.8,5.0,5.0,5.0,5.0,4.6,1,1,0,0,0.53
4976,4976,1080093798319930115,354674483,2020-07-08,within a day,75%,67%,f,1,t,TWEED SHIRE COUNCIL,,-28.1788,153.52205,Entire home,Entire home/apt,6,3 baths,3.0,3.0,$450.00,3,42,3,3,42,42,3.0,42.0,t,2,2,2,2,0,0,0,,,,,,,,,,1,1,0,0,
4990,4990,1086352634601713239,520933838,2023-06-19,within a day,71%,0%,f,1,t,BYRON SHIRE COUNCIL,,-28.65647,153.59028,Private room in ranch,Private room,2,1 bath,1.0,1.0,$320.00,2,5,2,2,5,5,2.0,5.0,t,29,59,89,269,0,0,0,,,,,,,,,,1,0,1,0,
4991,4991,1086401605094872896,436084287,2021-12-15,within a day,100%,77%,t,6,t,TWEED SHIRE COUNCIL,,-28.21326,153.55058,Private room in home,Private room,3,2 baths,2.0,0.0,$141.00,2,365,2,2,365,365,2.0,365.0,t,15,44,68,248,0,0,0,,,,,,,,,,2,1,1,0,
5015,5015,1092212566410654904,20133698,2014-08-16,within a day,50%,69%,f,8,t,BYRON SHIRE COUNCIL,,-28.538995,153.549882,Entire home,Entire home/apt,9,2 baths,3.0,6.0,$520.00,1,90,1,7,90,90,4.0,90.0,t,0,19,47,277,0,0,0,,,,,,,,,,8,8,0,0,
5048,5048,1096842708508703369,26400693,2015-01-20,within a day,100%,100%,f,1,f,TWEED SHIRE COUNCIL,,-28.3090698,153.5697498,Entire home,Entire home/apt,6,2 baths,4.0,4.0,"$1,000.00",3,14,3,3,14,14,3.0,14.0,t,16,46,76,76,0,0,0,,,,,,,,,,1,1,0,0,
5076,5076,1101146454728220922,4414963,2012-12-16,within a day,100%,50%,f,1,t,BYRON SHIRE COUNCIL,,-28.49472,153.54242,Private room in home,Private room,2,Half-bath,1.0,1.0,$88.00,2,365,2,2,365,365,2.0,365.0,t,0,0,14,189,1,1,0,2024-09-05,2024-09-05,5.0,5.0,4.0,5.0,4.0,4.0,5.0,1,0,1,0,0.29
5085,5085,1102517598320649851,133291227,2017-06-03,within a day,100%,88%,f,1,f,BYRON SHIRE COUNCIL,,-28.63714,153.63611,Entire home,Entire home/apt,5,1.5 baths,3.0,4.0,$651.00,2,10,1,2,10,10,2.0,10.0,t,5,15,41,207,4,4,0,2024-07-06,2024-11-09,5.0,5.0,5.0,5.0,5.0,5.0,4.75,1,1,0,0,0.74
5092,5092,1104656395256234080,187404780,2018-05-02,within a day,79%,96%,f,58,t,BYRON SHIRE COUNCIL,,-28.6389553,153.6336954,Entire home,Entire home/apt,8,2.5 baths,4.0,4.0,"$4,091.00",3,1125,3,7,3,1125,3.6,38.8,t,15,40,67,333,0,0,0,,,,,,,,,,58,58,0,0,
5093,5093,1104660941692136640,187404780,2018-05-02,within a day,79%,96%,f,58,t,BYRON SHIRE COUNCIL,,-28.6389553,153.6336954,Entire home,Entire home/apt,16,4.5 baths,8.0,10.0,"$8,181.00",3,1125,3,7,3,1125,3.6,38.8,t,15,40,67,333,0,0,0,,,,,,,,,,58,58,0,0,
5100,5100,1105352480497328917,187404780,2018-05-02,within a day,79%,96%,f,58,t,BYRON SHIRE COUNCIL,,-28.6389553,153.6336954,Entire home,Entire home/apt,8,2.5 baths,4.0,4.0,"$2,480.00",3,1125,3,7,3,1125,3.6,38.8,t,17,42,72,338,0,0,0,,,,,,,,,,58,58,0,0,
5108,5108,1106111530658517242,201425692,2018-07-10,within a day,100%,100%,t,10,t,BYRON SHIRE COUNCIL,,-28.6876015,153.6114889,Entire home,Entire home/apt,6,3 baths,3.0,,,3,365,3,7,365,365,3.4,365.0,t,0,0,0,0,1,1,0,2024-09-27,2024-09-27,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10,10,0,0,0.37
5162,5162,1119089292183185492,220320191,2018-10-12,within a day,100%,80%,f,1,t,BALLINA SHIRE COUNCIL,,-28.83213,153.59948,Entire guesthouse,Entire home/apt,2,1 bath,1.0,,,1,365,1,1,365,365,1.0,365.0,t,0,0,0,0,2,2,0,2024-03-31,2024-04-18,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.23
5176,5176,1121429633473702054,47804701,2015-10-30,within a day,100%,87%,f,50,t,BALLINA SHIRE COUNCIL,,-28.7946511,153.5936365,Entire home,Entire home/apt,8,2 baths,4.0,5.0,$470.00,3,365,3,7,365,365,3.4,365.0,t,10,20,46,110,6,6,0,2024-05-06,2024-11-05,4.67,4.67,4.5,4.67,4.67,4.83,4.33,50,50,0,0,0.8
5211,5211,1135855279055483750,291225955,2019-09-03,within a day,100%,40%,f,1,t,BALLINA SHIRE COUNCIL,,-28.80235,153.58188,Entire home,Entire home/apt,8,2.5 baths,5.0,,,4,365,4,4,365,365,4.0,365.0,t,0,0,0,3,1,1,0,2024-10-07,2024-10-07,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.43
5214,5214,1137959041268458074,20133698,2014-08-16,within a day,50%,69%,f,8,t,BYRON SHIRE COUNCIL,,-28.5404,153.54666,Entire home,Entire home/apt,6,3 baths,3.0,3.0,$478.00,1,90,1,7,90,90,4.3,90.0,t,3,18,48,316,0,0,0,,,,,,,,,,8,8,0,0,
5215,5215,1137959595295184329,20133698,2014-08-16,within a day,50%,69%,f,8,t,BYRON SHIRE COUNCIL,,-28.539263,153.554523,Entire home,Entire home/apt,8,1 bath,3.0,2.0,$424.00,1,90,1,7,90,90,3.6,90.0,t,8,8,29,169,0,0,0,,,,,,,,,,8,8,0,0,
5216,5216,1137960151820666125,20133698,2014-08-16,within a day,50%,69%,f,8,t,BYRON SHIRE COUNCIL,,-28.538788,153.549383,Entire home,Entire home/apt,4,1 bath,2.0,2.0,$393.00,1,90,1,7,90,90,3.9,90.0,t,21,33,58,298,0,0,0,,,,,,,,,,8,8,0,0,
5217,5217,1138007157723026852,187404780,2018-05-02,within a day,79%,96%,f,58,t,BYRON SHIRE COUNCIL,,-28.6371618,153.6363374,Entire home,Entire home/apt,10,2.5 baths,5.0,6.0,"$5,390.00",3,365,3,7,3,365,3.6,31.1,t,14,33,63,324,0,0,0,,,,,,,,,,58,58,0,0,
5228,5228,1140083869734993592,23994243,2014-11-21,within a day,90%,59%,f,1,t,TWEED SHIRE COUNCIL,,-28.38829,153.56137,Private room in home,Private room,2,1 bath,1.0,0.0,$121.00,1,4,1,1,4,4,1.0,4.0,t,8,38,68,68,1,1,0,2024-04-28,2024-04-28,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,0,0.13
5246,5246,1143605435502108291,36193500,2015-06-19,within a day,100%,64%,f,1,t,TWEED SHIRE COUNCIL,,-28.2427776,153.5673167,Entire home,Entire home/apt,7,2.5 baths,3.0,6.0,$311.00,2,365,2,2,365,365,2.0,365.0,t,3,27,57,232,2,2,0,2024-05-06,2024-10-11,5.0,5.0,4.5,5.0,5.0,5.0,4.5,1,1,0,0,0.27
5266,5266,1151070231676665276,187404780,2018-05-02,within a day,79%,96%,f,58,t,BYRON SHIRE COUNCIL,,-28.6391507,153.6049335,Entire home,Entire home/apt,6,2 baths,3.0,4.0,"$1,063.00",3,1125,3,7,3,1125,3.6,36.3,t,19,45,75,350,0,0,0,,,,,,,,,,58,58,0,0,
5274,5274,1153840663823908214,84436774,2016-07-18,within a day,100%,75%,f,2,t,BYRON SHIRE COUNCIL,,-28.6503967,153.4571009,Entire home,Entire home/apt,4,2 baths,2.0,,,1,21,2,3,21,21,2.7,21.0,t,0,0,0,0,3,3,0,2024-06-30,2024-09-15,4.67,5.0,4.67,5.0,5.0,4.33,4.67,2,1,1,0,0.53
5281,5281,1155669413173834245,103917186,2016-11-15,within a day,100%,94%,t,1,t,BALLINA SHIRE COUNCIL,,-28.82933,153.5184,Ranch,Entire home/apt,4,1 bath,2.0,3.0,$888.00,7,30,5,7,1125,1125,6.8,1125.0,t,21,51,81,171,9,9,0,2024-07-08,2024-10-11,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,1.68
5285,5285,1156850988742229552,18223702,2016-03-08,within a day,100%,61%,f,3,t,BYRON SHIRE COUNCIL,,-28.6860029,153.6137412,Entire home,Entire home/apt,8,3 baths,5.0,5.0,"$2,086.00",2,365,2,5,365,365,2.9,365.0,t,17,42,58,171,5,5,1,2024-09-21,2024-11-17,5.0,5.0,5.0,5.0,5.0,4.8,5.0,3,3,0,0,1.74
5316,5316,1161911680268033164,578933421,2024-05-21,within a day,100%,100%,f,11,t,BYRON SHIRE COUNCIL,,-28.68442,153.54091,Barn,Entire home/apt,5,1 bath,2.0,2.0,"$1,148.00",2,365,1,2,100,100,2.0,100.0,t,25,48,68,303,0,0,0,,,,,,,,,,10,6,4,0,
5322,5322,1162714555661015894,578933421,2024-05-21,within a day,100%,100%,f,11,t,BYRON SHIRE COUNCIL,,-28.68528,153.54027,Entire cabin,Entire home/apt,5,1 bath,2.0,2.0,"$1,148.00",1,365,1,2,100,100,2.0,100.0,t,25,48,68,303,0,0,0,,,,,,,,,,10,6,4,0,
5324,5324,1163232759549817380,578933421,2024-05-21,within a day,100%,100%,f,11,t,BYRON SHIRE COUNCIL,,-28.68581,153.54234,Entire cabin,Entire home/apt,5,1 bath,2.0,2.0,"$1,148.00",1,365,1,2,100,100,2.0,100.0,t,25,48,68,303,0,0,0,,,,,,,,,,10,6,4,0,
5326,5326,1163320518175382186,578933421,2024-05-21,within a day,100%,100%,f,11,t,BYRON SHIRE COUNCIL,,-28.68553,153.54207,Entire cabin,Entire home/apt,5,1 bath,2.0,2.0,"$1,148.00",1,365,1,2,100,100,2.0,100.0,t,24,47,67,302,0,0,0,,,,,,,,,,10,6,4,0,
5343,5343,1167029453109950544,578933421,2024-05-21,within a day,100%,100%,f,11,t,BYRON SHIRE COUNCIL,,-28.68606,153.54197,Entire cabin,Entire home/apt,5,1 bath,2.0,2.0,"$1,148.00",1,365,1,2,100,100,2.0,100.0,t,25,48,68,303,0,0,0,,,,,,,,,,10,6,4,0,
5369,5369,1173419156764397559,557911358,2024-01-21,within a day,80%,65%,f,1,t,CLARENCE VALLEY COUNCIL,,-29.42626,153.2399,Entire rental unit,Entire home/apt,4,1 bath,1.0,4.0,$157.00,1,365,1,1,365,365,1.0,365.0,t,6,34,63,241,21,21,4,2024-06-22,2024-11-29,4.67,4.62,4.76,4.62,4.52,4.52,4.57,1,1,0,0,3.56
5381,5381,1176468073552931379,187404780,2018-05-02,within a day,79%,96%,f,58,t,BYRON SHIRE COUNCIL,,-28.48878,153.43656,Entire home,Entire home/apt,16,4 baths,8.0,16.0,"$3,223.00",3,1125,3,5,3,1125,3.1,36.3,t,5,32,59,321,0,0,0,,,,,,,,,,58,58,0,0,
5395,5395,1180940010273936071,38337405,2015-07-13,within a day,100%,50%,f,1,t,BYRON SHIRE COUNCIL,,-28.68095,153.60392,Entire home,Entire home/apt,6,1 bath,4.0,3.0,$580.00,7,14,5,7,14,14,7.0,14.0,t,5,5,10,10,0,0,0,,,,,,,,,,1,1,0,0,
5409,5409,1183767864263619975,47804701,2015-10-30,within a day,100%,87%,f,50,t,BALLINA SHIRE COUNCIL,,-28.7924043,153.5899088,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,$263.00,3,365,3,7,365,365,3.1,365.0,t,7,26,56,95,1,1,0,2024-10-05,2024-10-05,5.0,5.0,5.0,5.0,5.0,5.0,5.0,50,50,0,0,0.42
5422,5422,1187125075720495859,578933421,2024-05-21,within a day,100%,100%,f,11,t,BYRON SHIRE COUNCIL,,-28.6849641,153.5414071,Room in hotel,Private room,2,1 private bath,0.0,1.0,"$1,029.00",1,365,1,2,100,100,2.0,100.0,t,23,36,49,280,0,0,0,,,,,,,,,,10,6,4,0,
5423,5423,1187128691165469160,578933421,2024-05-21,within a day,100%,100%,f,11,t,BYRON SHIRE COUNCIL,,-28.68427,153.54062,Room in hotel,Private room,2,1 private bath,0.0,1.0,"$1,029.00",1,365,1,2,100,100,2.0,100.0,t,23,36,49,280,0,0,0,,,,,,,,,,10,6,4,0,
5424,5424,1187133510149722154,578933421,2024-05-21,within a day,100%,100%,f,11,t,BYRON SHIRE COUNCIL,,-28.68392,153.54205,Room in hotel,Private room,2,1 private bath,0.0,1.0,"$1,029.00",1,365,1,2,100,100,2.0,100.0,t,15,29,46,277,0,0,0,,,,,,,,,,10,6,4,0,
5425,5425,1187136360029608153,578933421,2024-05-21,within a day,100%,100%,f,11,t,BYRON SHIRE COUNCIL,,-28.68613,153.54069,Room in hotel,Private room,3,1 private bath,1.0,1.0,"$1,210.00",1,365,1,2,100,100,2.0,100.0,t,17,33,48,271,0,0,0,,,,,,,,,,10,6,4,0,
5426,5426,1187165289953449231,578933421,2024-05-21,within a day,100%,100%,f,11,t,BYRON SHIRE COUNCIL,,-28.68545,153.54025,Entire cabin,Entire home/apt,4,1 bath,2.0,2.0,"$1,435.00",99,365,1,2,100,100,2.0,100.0,t,20,42,59,290,0,0,0,,,,,,,,,,10,6,4,0,
5428,5428,1187894184573116459,505475783,2023-03-15,within a day,50%,0%,f,1,t,BYRON SHIRE COUNCIL,,-28.54642,153.43474,Entire home,Entire home/apt,6,2 baths,2.0,3.0,$680.00,3,21,3,3,21,21,3.0,21.0,t,28,58,88,358,0,0,0,,,,,,,,,,1,1,0,0,
